date,city,cargo on y/n,cargo off y/n,packages on #,packages off #,goods-on name,goods-off name,
1881-06-13,Amara,0,1,,86,,86,
1881-06-13,Qurna,0,1,,,,letters,
1881-06-15,Amara,1,1,,11,"342 bales wool, 100 packages hides, ghee etc",11,
1881-06-16,Kut,1,1,,9,"96 bales wool, 62 packages ghee",9,
1881-06-26,Kut,0,1,,39,,39,
1881-06-26,Ali Gharbi,0,1,,6,,6,
1881-06-27,Amara,0,1,,60,,60,
1881-06-28,Garmat Ali - quarantine,1,0,,,2 horses,,horses of Persian consul
1881-06-28,Qurna,1,0,,,letters,,
1881-06-29,Amara,1,1,,37,"299 bales wool, 2 horses",37,horses of Salih Bey
1881-06-30,Kut,1,1,,17,"16 bales wool, 27 skins ghee",17,
1881-07-01,Gherara,0,1,,,,4 horses,
1881-07-09,Baghdad,0,0,,,,,over 60 bills of lading
1881-07-10,Kut,0,1,,65,,65,
1881-07-10,Sheikh Saad,0,1,,21,,21,
1881-07-10,Ali Gharbi,0,1,,5,,5,
1881-07-11,Amara,0,1,,,,lots cargo,
1881-07-11,Qurna,0,1,,47,,47,
1881-07-11,Garmat Ali - quarantine,1,0,,,coal,,
1881-07-13,Amara,1,1,,9,"100 bales wool, some hides",9,
1881-07-14,Kut,1,1,,3,"38 bales wool, some skins ghee",3,
1881-07-21,Baghdad,0,0,,,,,"bills of lading up to No 61 (local), some through cargo"
1881-07-23,Kut,1,1,,,101 boxes ghee,"192, incl 50 boxes w empty cans",goods-off cans to be filled w ghee; goods-on ghee of Haji Muhammad Rida for Beirut
1881-07-23,Sheikh Saad,0,1,,26,,26,
1881-07-23,Ali Gharbi,0,1,,,,"5 packages, letters",
1881-07-23,Amara,0,1,,74,,74,
1881-07-24,Qurna,0,1,,4,,4,
1881-07-25,Garmat Ali - quarantine,1,0,,,coal,,
1881-07-27,Amara,1,1,,21,5 tons coal,21,
1881-07-28,Kut,1,0,,,5 tons coal,,
1881-07-29,Azizieh,0,1,,,,letter,letter from Cowley to Mudir Jawad Efendi
1881-08-04,Baghdad,0,0,,,,,cargo up to No 45
1881-08-06,Kut,0,1,,90,,90,
1881-08-06,Sheikh Saad,0,1,,,,10 dubbes,
1881-08-06,Ali Gharbi,0,1,,12,,12,
1881-08-06,Amara,0,1,,100,,100,
1881-08-07,Garmat Ali - quarantine,1,0,,,coal,,
1881-08-10,Kalat Salih,0,1,,17,,17,
1881-08-10,Amara,1,1,,,"coal, 20,000 beshlics","23 packages, 45 baskets fruit",fruit from Shejah to Salih Bey; money from Govt of Amara to Kut for military expenses
1881-08-11,Kut,1,1,,13,coal,13,
1881-08-11,across/above Kut,0,1,,,,1 mare,mare for Salih Bey from Shejah
1881-08-18,Baghdad,1,0,,,"wool, 6000 okkas flour and rusk",,flour and rusk from govt for troops
1881-08-20,Jorf el-Batta (below Hudeitha),1,0,,,30 horses,,horses of Khudayri family
1881-08-22,Kut,1,1,,,coal,"20 packages, 163 bags flour and rusk",
1881-08-22,Ali Gharbi,0,1,,10,,10,
1881-08-23,Amara,1,1,,45,coal,45,
1881-08-23,Qurna,0,1,,,,letters,
1881-08-23,Kteban,0,1,,,,30 horses,
1881-08-24,Basra,1,0,,,40 tons coal,,
1881-08-25,Amara,0,1,,,,"9 packages, lots baskets fruit",
1881-08-26,Kut,0,1,,,,5 bundles,
1881-08-27,Gherara,0,1,,,,letters,
1881-08-30,Baghdad,0,1,,900,,900,
1881-08-31,Baghdad,0,0,,,,,lots through and local cargo
1881-09-01,Baghdad,0,0,,,,,"35 shipping receipts, 54 bills of lading"
1881-09-06,Kut,0,1,,,,some cargo,
1881-09-07,Ali Gharbi,1,1,,,4 horses,"150 empty boxes, 4 bales",empty boxes for ghee
1881-09-07,Amara,0,1,,32,,32,
1881-09-08,Qurna,0,1,,,,letters,
1881-09-08,above Maghil,0,1,,,,4 horses,
1881-09-09,Basra,0,0,,,,,"cargo of ""Burma,"" ""agra"""
1881-09-10,Amara,1,0,,,6 tons coal,,
1881-09-11,Kut,1,0,,,coal,,
1881-09-20,Kut,0,1,,12,,12,
1881-09-21,Ali Gharbi,0,1,,17,,17,
1881-09-24,Amara,1,0,,,coal,,
1881-09-25,Kut,1,0,,,10 tons coal,,
1881-09-29,Baghdad,1,0,,,200 skins dates,,dates of Haskayl Someykh
1881-10-01,Kut,1,1,,10,coal,10,
1881-10-02,Sheikh Saad,0,1,,,,specie,
1881-10-02,Ali Gharbi,1,0,,,270 cases ghee,,"ghee of Stephen Kheder an Armenian merchant of Baghdad, for Alexandria"
1881-10-03,Amara,1,1,,27,coal,27,
1881-10-05,Basra,1,1,,,coal; 865,260 packages through; 605 packages from agent Agha Muhammad Jawad Kazeruni of Persian steamers from Bombay,
1881-10-11,Baghdad,1,0,,,dates,,
1881-10-13,Baghdad,1,0,,,"100,000 okkas mostly dates",,all large shipments
1881-10-17,Kut,1,1,,,5 tons coal,6 bales,
1881-10-18,Amara,1,1,,10,coal,10,
1881-10-20,Basra,1,0,,,coal,,5 bills of lading only
1881-10-20,Kteban,0,1,,,,belems of Yousif and Shekoory,
1881-10-21,Ali Gharbi,0,1,,,,specie,
1881-10-31,Sheikh Saad,0,1,,,,"letters, provisions",provisions for Abdulhamid Haji Hamad from Haji Mustafa Kubba
1881-11-01,Ali Gharbi,0,1,,,,5 bales,
1881-11-01,Amara,1,1,,150,coal,150,
1881-11-02,Maghil,0,1,,,,"letters, kit",letters and kit for MR Tartt
1881-11-03,Lebany - quarantine,1,0,,,took barge in tow,,
1881-11-04,Amara,1,0,,,6 tons coal,,
1881-11-05,Kut,1,0,,,6 tons coal,,
1881-11-10,Baghdad,1,0,,,dates,,dates for London
1881-11-11,Gherara,1,0,,,1 horse,,horse of Shaykh Mubarak
1881-11-14,Kut,1,1,,15,6 tons coal,15,
1881-11-14,Ali Gharbi,0,1,,5,,5,
1881-11-15,Amara,0,1,,40,,40,
1881-11-15,Qurna,0,1,,,,a telegram,
1881-11-15,Maghil,0,1,,,,"1 horse, kit","horse of Mubarak, kit of Mr Tartt"
1881-11-16,Basra,1,0,,,yes,,"through cargo of ""Coconada,"" ""Dotterel"""
1881-11-17,Basra,0,0,,,,,cargo of five steamers
1881-11-17,Qurna,0,1,,,,letters,
1881-11-18,Amara,1,0,,,coal,,
1881-11-19,Kut,1,1,,,coal,7 bags coffee,
1881-11-25,Baghdad,1,0,,,"1C: Mrs Abdullah Malcolm; Mrs Tartt free, Custom House master of Basra free, Johnny Birjoni shahbandar of Basra custom house free; 2C: Musa son of Abdulrahman Pacaci to Amara free + 4 servants of varius cabin passengers",,
1881-11-26,Kut,1,1,,82,4 tons coal,82,
1881-11-27,Ali Gharbi,0,1,,,,2 bales,
1881-11-27,Amara,1,1,,70,coal,70,
1881-11-29,Basra,0,0,,,,,"cargo of mail str ""Punjab"""
1881-11-30,Maghil,1,0,,,18 tons coal,,
1881-12-01,Amara,1,0,,,6 tons coal,,
1881-12-02,Kut,1,0,,,coal,,
1881-12-11,Kut,1,1,,30,coal,30,
1881-12-11,Sheikh Saad,0,1,,4,,4,
1881-12-11,Ali Gharbi,0,1,,7,,7,
1881-12-12,Amara,1,1,,65,coal,65,
1881-12-12,gardens below Amara,1,0,,,4 horses,,3 horses of Khudayri family
1881-12-13,Maghil,0,1,,,,4 horses,
1881-12-13,Lebany - quarantine station,0,0,,,,,took barge w through cargo in tow
1881-12-15,Amara,1,1,,,7 tons coal,30 cases paraffin oil,
1881-12-16,Kut,1,0,,,coal,,
1881-12-22,Baghdad,1,0,,,600 bags wheat,,wheat of Haji Mustafa Kubba for London
1881-12-23,Gherara,1,0,,,5 horses,,horses for the Indian govt
1881-12-25,Kut,1,1,,80,6 tons coal,80,
1881-12-26,Ali Gharbi,0,1,,,,4 bales,
1881-12-26,Amara,0,1,,73,,73,
1881-12-27,Maghil,0,1,,,,5 horses,
1881-12-29,Amara,1,0,,,coal,,
1882-01-07,Kut,1,1,,101,coal,101,
1882-01-07,Ali Gharbi,0,1,,,,1 bale,
1882-01-07,Amara,0,1,,50,,50,
1882-01-08,Qurna,0,1,,,,"letters, telegram",
1882-01-10,Basra,1,0,,,80 tons coal,,"cargo of ""Calcutta,"" ""Abyssinia"""
1882-01-11,above Kalat Salih (Abu Risha's camp),1,0,,,3000 shamies,,shamies of Shi'a
1882-01-19,Baghdad,1,0,,,500 skins dates,,dates of Wortmann
1882-01-21,Kut,0,1,,23,,23,
1882-01-22,Ali Gharbi,0,1,,4,,4,
1882-01-22,Amara,0,1,,,,some cargo,
1882-01-23,Qurna,0,1,,,,"10 packages, Turkish post",
1882-01-23,Maghil,1,0,,,75 tons coal,,
1882-02-05,Gherara,1,0,,,2 horses,,1 horse of Taki al-Din Pasha
1882-02-06,Kut,0,1,,,,cargo,
1882-02-06,Sheikh Saad,0,1,,,,3 bales,
1882-02-06,Ali Gharbi,0,1,,40,,40,
1882-02-07,Amara,0,1,,,,1 horse,horse of Taki al-Din Pasha
1882-02-07,Qurna,0,1,,11,,11,
1882-02-08,Basra,0,0,,,,,"cargo of ""Punjab,"" ""Bushire"" ""Indus,"" ""Burma"""
1882-02-08,Maghil,0,1,,,,empty barge,"took belem in tow for ""Ready"" officers"
1882-02-09,Zechyeh,0,1,,,,belem,
1882-02-09,Amara,1,0,,,6 tons coal,,
1882-02-10,Kut,1,0,,,6 tons coal,,
1882-02-21,Kut,1,1,,45,5 tons coal,45,
1882-02-22,Ali Gharbi,0,1,,5,,5,
1882-02-22,Amara,1,1,,35,coal,35,
1882-02-23,Qurna,0,1,,11,,11,
1882-02-23,Basra,1,0,,,coal,,
1882-02-25,Maghil,0,1,,,,barge,
1882-02-26,Amara,1,0,,,6 tons coal,,
1882-02-27,Kut,1,1,,,1 horse,1 bale,horse of Capt Cowley bought from Naum Serkis
1882-03-04,Baghdad,0,0,,,,,local cargo up to No 62
1882-03-06,Kut,0,1,,43,,43,
1882-03-06,Ali Gharbi,0,1,,6,,6,
1882-03-06,Amara,1,1,,70,some coal,70,
1882-03-07,Azair,0,1,,,,"31 packages/15,500 okkas wheat and oil free of freight",
1882-03-09,Basra,0,0,,,,,"cargo of ""Euphrates"""
1882-03-09,Qurna,0,1,,,,letters,
1882-03-10,Amara,1,0,,,6 tons coal,,
1882-03-13,Gherara,0,1,,,,"2 horses, 1 pony, 1 donkey",
1882-03-19,Kut,1,1,,25,coal,25,
1882-03-20,Ali Gharbi,0,1,,3,,3,
1882-03-20,Amara,0,1,,99,,99,
1882-03-21,Qurna,0,1,,29,,29,
1882-03-22,Basra,0,0,,,,,"cargo of ""Pachumba,"" ""Basra"""
1882-03-23,Amara,1,0,,,6 tons coal,,
1882-03-24,Kut,1,0,,,coal,,
1882-03-26,Gherara,0,1,,,,letters,
1882-04-03,Kut,0,1,,28,,28,
1882-04-03,Ali Gharbi,0,1,,8,,8,
1882-04-04,Amara,0,1,,,,some cargo,
1882-04-04,Qurna,0,1,,11,,11,
1882-04-06,Basra,1,0,,,towing 2 barges,,
1882-04-06,Maghil,0,1,,,,2 barges,
1882-04-07,Amara,1,0,,,1 horse,,horse from Shaykh Shi'a for Mustafa brother of Abdulqadir Bey
1882-04-07,Ali Gharbi,1,0,,,12 skins ghee,,
1882-04-16,Kut,0,1,,21,,21,
1882-04-16,Ali Gharbi,0,1,,7,,7,
1882-04-16,Amara,0,1,,30,,30,
1882-04-17,Qurna,0,1,,,,telegram,
1882-04-19,Amara,1,0,,,6 tons coal,,
1882-04-20,Ali Gharbi,1,0,,,7 skins ghee,,
1882-04-20,Kut,1,0,,,coal,,
1882-04-29,Baghdad,0,0,,,,,local cargo up to No 56
1882-05-01,Kut,0,1,,26,,26,
1882-05-01,Ali Gharbi,0,1,,14,,14,
1882-05-01,Amara,1,1,,75,coal,75,
1882-05-02,Qurna,0,1,,,,letters,
1882-05-02,Basra,1,0,,,50 tons coal,,
1882-05-04,Amara,1,0,,,ghee,,
1882-05-05,Kut,0,1,,,,16 bags coffee,
1882-05-12,Jwemisseh,0,1,,,,empty bags,for wool purchases [w Lynch men]
1882-05-13,Kut,0,1,,,,some cargo,
1882-05-13,Ali Gharbi,0,1,,11,,11,
1882-05-13,Amara,0,1,,75,,75,
1882-05-16,Basra,1,0,400,,400,,"cargo of ""Euphrates"""
1882-05-16,Maghil,1,0,,,coal,,
1882-05-17,Amara,1,1,,8,few skins ghee,8,
1882-05-18,Kut,1,0,,,"19 bales wool, 14 skins ghee",,
1882-05-27,Gherara,1,0,,,letter,,
1882-05-28,Kut,0,1,,39,,39,
1882-05-28,Ali Gharbi,0,1,,27,,27,
1882-05-29,Amara,0,1,,64,,64,
1882-05-29,Qurna,0,1,,,,4 bales,
1882-05-31,Basra,0,0,,,,,"cargo of ""Pachumba,"" ""George Fisher,"" ""Marima"""
1882-05-31,Maghil,0,1,,,,dropped off barge,
1882-06-01,Amara,1,0,,,"ghee, 35 bales wool",,wool of Lynch
1882-06-02,Ali Gharbi,1,0,,,80 skins ghee,,
1882-06-02,Kut,1,0,,,coal,,
1882-06-04,Gherara,0,1,,,,letters,
1882-06-08,Baghdad,0,0,,,,,cargo up to No 33 plus through for Bombay and London
1882-06-11,Kut,1,0,,,coal,,
1882-06-11,Ali Gharbi,0,1,,29,,29,
1882-06-12,Amara,1,1,,101,coal,101,
1882-06-12,Qurna,0,1,,,,7 bales,
1882-06-12,Basra,1,0,,,50 tons coal,,
1882-06-14,Amara,1,0,,,130 bales wool,,
1882-06-14,Ali Gharbi,1,1,,,some ghee,money,
1882-06-15,Kut,1,1,,8,340 bales wool,8,
1882-06-16,Gherara,0,1,,,,letters,
1882-06-22,Baghdad,0,0,,,,,cargo up to No 43
1882-06-24,Baghdad,0,0,,,,,"local cargo up to No 86, only one bale through for Jeddah "
1882-06-25,Kut,0,1,,150,,150,
1882-06-25,(?)Sheikh Saad,0,1,,20,,20,
1882-06-25,Ali Gharbi,0,1,,8,,8,
1882-06-26,Amara,0,1,,130,,130,
1882-06-26,Qurna,0,1,,10,,10,
1882-06-27,Basra,0,0,,,,,"cargo of ""Abyssinia,"" ""Bushire"""
1882-06-28,Amara,1,0,,,"363 bales wool, some ghee",,
1882-06-29,Ali Gharbi,1,0,,,"150 bales wool, 107 skins ghee",,
1882-06-29,Kut,0,1,,,,money,
1882-07-01,Gherara,0,1,,,,letters,
1882-07-06,Baghdad,1,0,,,"84 bales wool, 60 bags galls, few other bales thru",,local cargo up to No 40
1882-07-08,Kut,1,1,,30,coal,30,
1882-07-08,Ali Gharbi,0,1,,17,,17,
1882-07-08,Amara,0,1,,115,,115,
1882-07-11,Amara,1,0,,,some cargo,,
1882-07-11,Ali Gharbi,1,0,,,"18 bows wood, 20 okkas ghee",,
1882-07-12,Kut,1,0,,,53 bows wood,,
1882-07-13,Gherara,0,1,,,,letters,
1882-07-22,Kut,0,1,,21,,21,
1882-07-22,Ali Gharbi,0,1,,,,"2 taghars watermelons, some packages",
1882-07-22,Amara,1,1,,,62 cases ghee,some cargo,ghee for Basra
1882-07-23,Qurna,0,1,,11,,11,
1882-07-24,Basra,0,0,,,,,"cargo of ""Bengal,"" ""Punjab"""
1882-07-25,Amara,1,0,,,"coal, ghee, skins",,
1882-07-26,Sheikh Saad,0,1,,,,money,
1882-07-26,Kut,1,1,,15,coal,15,
1882-08-02,Baghdad,1,0,,,140 bales wool,,
1882-08-04,Gherara,1,0,,,10 horses,,horses of Shaykh Isa Kartas
1882-08-05,Kut,1,1,,40,coal,40,
1882-08-05,Sheikh Saad,0,1,,9,,9,
1882-08-06,Ali Gharbi,0,1,,12,,12,
1882-08-06,Amara,1,1,,70,coal,70,
1882-08-07,Qurna,0,1,,10,,10,
1882-08-07,Maghil,0,1,,,,10 horses,horses of Shaykh Isa Kartas
1882-08-08,Maghil,0,1,,,,barge,
1882-08-09,Amara,1,1,,,some cargo,"large quantity grapes, dates, 7 bales",
1882-08-09,Ali Gharbi,0,1,,,,"dates, grapes",
1882-08-10,Kut,1,0,,,30 bales wool,,
1882-08-11,Rwebieh/Bedaa creek,0,0,,,,,Rmelat
1882-08-18,Baghdad,1,0,,,"trip total 28,221 okkas; 10,090.75 gsp",,
1882-08-20,Kut,0,1,,18,,18,
1882-08-20,Ali Gharbi,0,1,,7,,7,
1882-08-20,Amara,0,1,,23,,23,
1882-08-21,Qurna,0,1,,,,telegram to Lynch bros,
1882-08-23,Amara,1,1,,,coal,40 baskets fruit,
1882-08-24,Kut,1,1,,,coal,1 bag,
1882-09-04,Kut,1,1,,145,"5 tons coal, 5 dubbes ghee",145,"cargo incl bags of gallnuts, cases ghee"
1882-09-05,Ali Gharbi,0,1,,15,,15,
1882-09-05,Amara,0,1,,70,,70,
1882-09-06,Basra,1,0,,,coal,,
1882-09-07,Muhammerah,0,1,,,,"mails, specie [to mail str ""Abyssinia""]",
1882-09-08,Amara,0,1,,15,,15,
1882-09-08,Ali Gharbi,0,1,,,,4 bales,
1882-09-09,Kut,0,1,,25,,25,
1882-09-11,Gherara,0,1,,,,letters,
1882-09-15,Gherara,1,0,,,1 horse,,horse of Abdulrezaq Khudayri free
1882-09-16,Kut,1,1,,28,coal,28,
1882-09-17,Ali Gharbi,0,1,,,,"14 packages, 1 horse",
1882-09-17,Amara,0,1,,90,,90,
1882-09-18,Qurna,0,1,,13,,13,
1882-09-19,Basra,1,0,,,coal,,through cargo of Roehampton
1882-09-22,Kut,1,0,,,6 tons coal,,
1882-10-01,Gherara,1,0,,,3 horses,,horses of Haji Mustafa Khudayri
1882-10-02,Kut,1,1,,34,coal,34,
1882-10-03,Sheikh Saad,0,1,,7,,7,
1882-10-03,Ali Gharbi,0,1,,11,,11,
1882-10-03,Amara,0,1,,40,,40,
1882-10-04,Qurna,0,1,,55,,55,
1882-10-04,Maghil,0,1,,,,3 horses,
1882-10-05,Basra,1,0,,,"trip total 60,115 okkas",,
1882-10-05,Maghil,1,0,,,johnoor (deer),,JMS' deer - injured
1882-10-06,Amara,1,0,,,coal,,
1882-10-07,Kut,1,0,,,coal,,
1882-10-12,Baghdad,1,0,,,dates,,
1882-10-14,Baghdad,1,0,,,"dates, wool",,"300 skins dates extra, 4 tons coal extra"
1882-10-15,Gherara,1,0,,,1 horse,,
1882-10-17,Kut,1,1,,54,coal,54,
1882-10-17,Ali Gharbi,0,1,,18,,18,
1882-10-18,Amara,0,1,,45,,45,
1882-10-18,Qurna,0,1,,20,,20,
1882-10-19,Basra,1,0,,,"trip total 662,244 okkas",,"cargo of ""Burma"" only"
1882-10-20,Amara,1,0,,,"coal, 12 packages",,
1882-10-21,Kut,1,0,,,coal,,
1882-10-29,Gherara,1,0,,,2 horses,,1 horse of Capt Cowley going down to sell
1882-10-31,Kut,1,1,,21,coal,21,
1882-10-31,Sheikh Saad,0,1,,3,,3,
1882-10-31,Ali Gharbi,0,1,,3,,3,
1882-11-01,Amara,0,1,,54,,54,
1882-11-01,Qurna,0,1,,3,,3,
1882-11-01,Maghil,0,1,,,,1 horse,
1882-11-04,Amara,1,0,,,8 tons coal,,
1882-11-05,Kut,1,0,,,coal,,
1882-11-07,Gherara,0,1,,,,letters,
1882-12-08,Baghdad,0,0,,,,,bills of lading up to No 60
1882-12-09,Baghdad,0,0,,,,,"bills of lading up to No 70, lots through cargo"
1882-12-10,Baghdad,1,0,,,"trip total 78,971 okkas; 45,966.25 gsp",,
1882-12-12,Kut,0,1,,99,,99,
1882-12-13,Ali Gharbi,0,1,,,,6 bales,
1882-12-13,Amara,0,1,,59,,59,
1882-12-14,between Amara and Azair,1,0,,,2 dubbes ghee,,ghee for the nakib [maybe from one of his estates?]
1882-12-17,Amara,1,1,,23,coal,23,
1882-12-18,Kut,1,0,,,money,,
1882-12-20,Gherara,0,1,,,,letters,
1882-12-20,Cherd el-Pasha,0,1,,,,2 dead bodies - Persians,
1882-12-25,Kut,0,1,,52,,52,
1882-12-26,Amara,0,1,,60,,60,
1882-12-27,Kalat Salih,0,1,,,,letters,letters for Haji Efendi
1882-12-27,Qurna,0,1,,,,1 bale,
1882-12-28,Basra,0,0,,,,,"cargo of ""Pachumba"", ""Bengal"""
1882-12-29,Kalat Salih,0,1,,,,letter,letter for Haji Efendi
1882-12-30,Kut,1,0,,,6 tons coal,,
1883-01-05,Baghdad,0,0,,,,,cargo up to No 341 (??)
1883-01-06,Baghdad,1,0,,,4 bales carpets,,"carpets for Europe, local cargo up to No 65"
1883-01-08,Kut,0,1,,,,some cargo,
1883-01-09,Amara,0,1,,62,,62,
1883-01-09,Kalat Salih,0,1,,,,letters,
1883-01-09,Qurna,0,1,,,,18 bales,
1883-01-14,Ali Gharbi,0,1,,,,2 bales,
1883-01-14,Kut,1,0,,,"coal, some hides, 3000 okkas ghee",,
1883-01-18,Baghdad,0,0,,,,,cargo up to No 46
1883-01-21,Kut,0,1,,52,,52,
1883-01-22,Amara,0,1,,107,,107,
1883-01-23,Qurna,0,1,,,,8 bales,
1883-01-23,Maghil,0,1,,,,letters,letters for Mr Tartt
1883-01-27,Maghil,0,1,,,,empty barge,
1883-01-28,Amara,1,1,,,"coal, some cargo",2 tons coal,2 tons coal sold to mutasarrif for his steam launch
1883-01-29,Ali Gharbi,0,1,,,,some packages,
1883-01-29,Kut,1,0,,,coal,,
1883-02-01,Baghdad,0,0,,,,,cargo up to No 30
1883-02-03,Baghdad,1,0,,,skins of dates,,dates for London
1883-02-05,Kut,0,1,,50,,50,
1883-02-05,?Ali Gharbi,0,1,,5,,5,
1883-02-06,Amara,1,1,,59,coal,59,
1883-02-06,Kalat Salih,1,0,,,"letters, 2 bags rice, sheep, rice, birds, eggs (personal gifts)",,"gifts from Haji Efendi to various people on ship, his family"
1883-02-06,Qurna,0,1,,,,7 bales,
1883-02-06,Maghil,0,1,,,,letters,letters to working men builting new steamer
1883-02-06,Basra,0,0,,,,,"cargo of ""Euphrates,"" cargo of ""Lizzy English"" of Darby"
1883-02-09,Amara,1,0,,,1 horse,,
1883-02-11,Gherara,0,1,,,,1 horse,Capt Cowley's colt
1883-02-20,Kut,0,1,,28,,28,
1883-02-20,Ali Gharbi,0,1,,7,,7,
1883-02-20,Amara,0,1,,50,,50,
1883-02-21,Qurna,0,1,,12,,12,
1883-02-21,Maghil,0,1,,,,letters,letters for Mr Tartt and workmen
1883-02-21,Basra,1,0,,,coal,,
1883-02-22,Basra,1,0,2500,,2500,,"cargo of ""Pachumba"""
1883-02-22,Maghil,1,0,,,letters,,letters of Mr Tartt
1883-02-23,Qurna,0,1,,,,letters,
1883-02-23,Kalat Salih,1,1,,,4 bags rice - 80 okkas per bag,"letter, 10 TL",for Haji Efendi for settlement
1883-02-23,Amara,1,0,,,80 hides,,
1883-02-24,Kut,0,1,,,,5 bags coffee,
1883-03-04,Kut,0,1,,60,,60,
1883-03-05,Ali Gharbi,0,1,,8,,8,
1883-03-05,Amara,0,1,,84,,84,
1883-03-05,Kalat Salih,1,0,,,"letters, receipt",,"letters of Haji Efendi, receipt from nakoda of sunken danag"
1883-03-06,Qurna,0,1,,7,,7,
1883-03-06,Basra,1,0,,,coal,,
1883-03-09,Qurna,0,1,,,,"belem of ""Eclipse"" officers, Sheikh Abdulrahim's boat",
1883-03-09,Amara,1,0,,,7000 okkas hides and skins,,
1883-03-17,Baghdad,1,0,,,"25,000 okkas",,cargo up to No 55
1883-03-18,Gherara,1,1,,,10 horses,"2 horses of Nawab Ikbal ud-Dowleh, 8 horses of troops for Amara",
1883-03-18,Kut,0,1,,74,,74,
1883-03-19,Ali Gharbi,0,1,,18,,18,
1883-03-19,Amara,0,1,,,,"74 packages, 8 horses",
1883-03-20,Qurna,0,1,,,,2 bales,
1883-03-20,Maghil,0,1,,,,2 horses,horses of the Nawab
1883-03-21,Maghil,0,1,,,,empty barge,
1883-03-22,Qurna,0,1,,,,letters,
1883-03-22,Amara,1,0,,,hides,,
1883-03-29,Baghdad,0,0,,,,,"cargo up to No 37, plus through cargo for London and Bombay"
1883-04-01,Baghdad,0,1,,,,big gun (cannon),
1883-04-01,Kut,0,1,,100,,100,
1883-04-02,Ali Gharbi,0,1,,7,,7,
1883-04-02,Amara,0,1,,77,,77,
1883-04-03,Qurna,0,1,,50,,50,
1883-04-03,Basra,1,0,,,coal,,
1883-04-04,Maghil,1,0,,,60 tons coal,,
1883-04-05,Amara,1,0,,,1 horse,,horse of Tally Pasha dismissed
1883-04-08,Bab el-Sharqi,0,1,,,,"2 horses, 1 donkey","1 horse of Tally Pasha, 1 colt of Cowley, 1 donkey of a passenger"
1883-04-15,Kut,0,1,,25,,25,
1883-04-16,Ali Gharbi,0,1,,13,,13,
1883-04-16,Amara,0,1,,29,,29,
1883-04-17,Qurna,0,1,,,,50 bales tobacco,
1883-04-17,Basra,1,0,,,"23 tons coal, 1200 packages",,"cargo of ""Euphrates"""
1883-04-18,Maghil,0,1,,,,stores,
1883-04-18,Kteban,0,1,,,,2 boats towed for officers,
1883-04-19,Qurna,0,1,,,,letters,
1883-04-19,Amara,1,0,,,coal,,
1883-04-20,Kut,1,0,,,coal,,
1883-04-27,Baghdad,0,0,,,,,cargo up to No 3
1883-04-29,Kut,0,1,,10,,10,
1883-04-29,Ali Gharbi,0,1,,24,,24,
1883-04-29,Amara,0,1,,45,,45,
1883-04-30,Qurna,0,1,,,,letters,
1883-05-02,Basra,1,0,,,"85,000 okkas, 100 tons coal",,
1883-05-03,Qurna,0,1,,,,Mr Tartt's steam launch,cast off to go by self
1883-05-03,Amara,1,0,,,"ghee, hides",,
1883-05-04,Ali Gharbi,1,0,,,ghee,,
1883-05-05,Azizieh,0,1,,,,coal,coal for Tartt's steam launch
1883-05-13,Baghdad,1,0,,,"22,000 okkas",,
1883-05-14,Kut,0,1,,33,,33,
1883-05-14,Sheikh Saad,0,1,,11,,11,
1883-05-14,Ali Gharbi,0,1,,5,,5,
1883-05-14,Amara,0,1,,93,,93,
1883-05-15,Kalat Salih,1,0,,,letters,,
1883-05-15,Qurna,0,1,,,,"letters, 1 bale",
1883-05-15,Basra,1,0,,,coal,,
1883-05-16,Basra,1,0,,,"70 tons coal, 450 packages",,"cargo of ""Burma"""
1883-05-17,Kalat Salih,1,0,,,80 skins ghee,,
1883-05-17,Amara,1,0,,,"200 bales wool, some ghee",,125 bales wool for Lynch
1883-05-18,Ali Gharbi,1,0,,,ghee,,
1883-05-18,Kut,1,0,,,"wool, ghee",,
1883-05-24,Baghdad,0,0,,,,,cargo up to No 44
1883-05-27,Kut,1,1,12,42,12,42,
1883-05-27,Ali Gharbi,0,1,,12,,12,
1883-05-27,Amara,1,1,,200,38 bales wool,200,
1883-05-28,Qurna,0,1,,14,,14,
1883-05-31,Qurna,0,1,,,,"belem of ""Woodlark"" officer, letters",
1883-05-31,Amara,1,0,,,"122 bales wool, lots ghee",,
1883-06-01,Ali Gharbi,1,0,,,"21 bales wool, some ghee",,
1883-06-02,Kut,1,0,,,"wool, ghee",,
1883-06-02,Bghayla,1,0,,,55 bales wool,,wool of Seyyid Hamudi
1883-06-03,Gherara,0,1,,,,letters,
1883-06-07,Baghdad,1,0,,,yes,,
1883-06-08,Kut,0,1,,25,,25,
1883-06-09,Sheikh Saad,0,1,,8,,8,
1883-06-09,Ali Gharbi,0,1,,10,,10,
1883-06-09,Amara,0,1,,32,,32,
1883-06-10,[unspecified],0,1,,,,3 bales,
1883-06-11,Qurna,1,0,,,75 bales (?)wool,,
1883-06-12,Kalat Salih,1,0,,,210 tins ghee,,
1883-06-12,Amara,1,0,,,"110 bales wool, ghee, etc",,
1883-06-13,Ali Gharbi,1,0,,,"101 bales wool, lots ghee",,
1883-06-13,Sheikh Saad,1,0,,,114 bales wool,,
1883-06-13,Kut,1,0,,,"391 bales wool, skins and dubbes of ghee: total on board 790 bales wool",,
