date,city,pass-on y/n,pass-off y/n,pass-on #,trip total passengers,pass-off #,notes
1884-08-13,Ali Gharbi,1,1,2,,5,
1884-08-14,Sheikh Saad,1,1,3,,1,pass-on incl Toma Klel free; also quarantine officials from Ali Gharbi and Sheikh Saad
1884-08-14,Kut,1,1,47.5,,4,pass-on incl in 1C Dr Lubitz Kut quarantine inspector
1884-08-22,Bahgdad,0,0,,169,,in 1C: Capt Peck of Comet for India; Mr Andrews of Darby Andrews
1884-08-22,Azizieh,0,1,,,1,
1884-08-23,Kut,1,1,6,,26.5,
1884-08-24,Ali Gharbi,0,1,,,2,
1884-08-24,Amara,1,1,16,,26.5,
1884-08-25,Qurna,0,1,,,5,
1884-08-26,Basra,1,0,76,170.5,,20 w return through from Bombay
1884-08-26,Maghil,0,1,,,1,Michael
1884-08-27,Amara,1,1,60.5,,9,
1884-08-28,Ali Gharbi,1,1,3,,9,
1884-08-28,Kut,1,1,33,,10,
1884-09-05,Baghdad,1,0,153.5,,,"in 1C: Mr Parisi, Dr Theil, Mr Salih Selman Salih, 2 Jews, Stefan an Armenian in service of Serri Efendi head of Ottoman steamers (free); in 2C: 3 - 2 Jewish women and Greek Mr Anastasiades"
1884-09-05,Gherara,0,1,,,yes,"JMS' sisters, other family"
1884-09-05,Safi,0,1,,,2,"Abdulghani Khudayri, one other"
1884-09-05,Bedaa,0,1,,,1,
1884-09-07,Kut,1,1,13.5,,48,
1884-09-07,Sheikh Saad,0,1,,,3,
1884-09-07,Ali Gharbi,0,1,,,8,
1884-09-08,Amara,1,1,32.5,,44,
1884-09-08,Qurna,0,1,,,3,
1884-09-10,Basra,1,0,167.5,,,11.5 Indians through tickets; Stefan the Armenian of the Turkish steamship admin free in 1C
1884-09-10,Amara,1,1,59,,20,
1884-09-11,Ali Gharbi,1,1,3,,5,
1884-09-11,Kut,1,1,85,,6,pass-on all Arabs from Hyej and elsewhere going on pilgrimage
1884-09-19,Baghdad,1,0,114,,,"12 free: in 1C: new mutasarrif for Amara Rasekh Efendi and wife, from Ist; 5 w them deck; also free - mudir/head collector of customs Jelal Efendi (in 1C?) and 4 deck; Mr Hodgston English missionary 1C"
1884-09-24,Bostan,0,0,,,,stopped to let 30 Indians visit tomb of Selman
1884-10-05,Baghdad,1,0,104,,,"sister Eliza, Johnny, Cowley and children, Mr Gasking, Alfred, Johnny Faskin going to Gherara; in 1C: Assyrian Bishop Rufail Attanasios, Fettohi Magho to Amara, Johnny Loca to Basra 1C; in 2C 1.5 Indians"
1884-10-05,Gherara,0,1,,,yes,all his family
1884-10-07,Kut,1,1,7,,22,
1884-10-08,Ali Gharbi,1,1,3,,4,
1884-10-08,Amara,1,1,6,,54.5,"pass-off incl Assyrian bishop, Fetoohi Magho"
1884-10-09,Qurna,0,1,,,12,
1884-10-10,Basra,1,0,262,,,"in 1C: 5.5 incl 3.5 Indians; in 2C: Abdulrezaq Khudayri to Amara, and Abbas Mowmin and a Mosuli in 2C also; 64.5 through from Bombay"
1884-10-11,Maghil,0,1,,,1,Michael
1884-10-11,Qurna,0,1,,,2,
1884-10-11,Amara,1,1,33.5,,24,"pass-on incl Pere Marie Joseph, Fetoohi Magho in 1C"
1884-10-12,Ali Gharbi,1,1,4,,1,
1884-10-12,Kut,1,1,30,,6,
1884-10-14,Ctesiphon,1,0,1,,,Antone Marine
1884-10-18,Baghdad,1,0,163.5,,,in 1C: Ottoman Armenian Dr Mooradian to see Miss Stamo; Jewish woman wife of Meneshi Gareh/daughter of Isack Lurian; 3 in 2C; also Blockey to Gherara; Antone Marine to Ctesiphon
1884-10-18,Gherara,0,1,,,1,Blockey
1884-10-19,Ctesiphon,0,1,,,1,Antone Marine
1884-10-21,Kut,1,1,14,,76,
1884-10-21,Ali Gharbi,1,1,11,,3,
1884-10-22,Amara,0,1,,,49.5,
1884-10-22,Azair,0,1,,,3,
1884-10-22,Qurna,0,1,,,11,
1884-10-24,Basra,1,0,142.5,,,"incl in 1C Mrs Sansom and sister Miss Stanno in 1C, 3 servants free + Dr Mooradian"
1884-10-24,Qurna,1,1,2,,1,
1884-10-25,Azair,0,1,,,3,Jewish women
1884-10-25,Amara,1,1,22.5,,7.5,pass-on incl Abdulrezaq Khudayri and son in 2C free
1884-10-26,Ali Gharbi,1,1,1,,7,
1884-10-26,Kut,1,1,20,,6,
1884-10-28,Nawab's house (Baghdad),0,1,,,1,the Nawab
1884-11-02,Baghdad,1,0,103,,,"in 1C: Mes'ud Bey head clerk of Baghdad custom house - going to be mudir of custom house in Basra; in 2C 1 free for Amara to be custom house master, one JEw; Eliza, Tookyeh, Alexander, Carolina, servant Shoky going to Gherara"
1884-11-02,Gherara,0,1,,,4,JMS family
1884-11-03,Nemlah,0,1,,,1,custom officer going to look at salt mine
1884-11-07,Basra,1,0,83,,,in 1C: Andronis and Yabooda Shauted (?)
1884-11-07,Amara,1,1,14.5,,12,
1884-11-08,Ali Gharbi,1,1,5,,2,
1884-11-08,Kut,1,1,21,,10,
1884-11-15,Baghdad,1,0,200,,,"in 1C Akif Efendi to Kut; capt of ""Dragon"" and Yousif Marine to Basra; Mr Plowden w 8 kawasses, servant to meet ""Comet,"" Aziz Bey, relative of Mudir of Customs, going to meet him coming up in Meskeneh; Blockey and Johnny to Gherar, Charley Cowley going to England, Alexander and servant Yousif to BAsra"
1884-11-15,Gherara,0,1,,,2,"Blockey, Johnny"
1884-11-16,[Meskeneh],0,1,,,1,Aziz Bey
1884-11-16,[Comet],0,1,,,9,Plowden + kavasses
1884-11-17,Kut,1,1,18.5,,34.5,
1884-11-18,Ali Gharbi,1,0,5,,,
1884-11-18,Amara,1,1,16,,53,"pass-on incl 1C Arif Efendi, inspector of seniye lands at Amara and Basra"
1884-11-19,Qurna,0,1,,,10,
1884-11-21,Basra,1,0,109,,,"in 1C: Mons Malpirtuy for French consulate (brother of Mons Collomb),  Mons Pollag of French house of Dreyfus and Co of Basra; 2.5 in 2C"
1884-11-22,Amara,1,1,36,,18.5,
1884-11-23,Ali Gharbi,1,1,1,,5,
1884-11-23,Kut,1,1,88,,11,
1884-11-24,Azizieh,0,1,,,1,
1884-11-30,Baghdad,1,0,122.5,,,"in 1C: Mons Collomb, Mons Pollagand, Maj Sheppard; Russian Dr and Mr Nicola Calothi to Kut; Tookyeh going to brothers at Maghil not free"
1884-12-01,Kut,0,1,,,35,
1884-12-02,Ali Gharbi,0,1,,,3,
1884-12-02,Amara,1,1,8,,24.5,
1884-12-02,Qurna,0,1,,,3,
1884-12-04,Basra,1,0,133.5,,,"in 1C: 6 Persians w families, Turk Arif Efendi; in 2C Jewish banker of Basra customs house free, **Ahmed Bey son of Qasim Pasha al-Zuheyr, Shaykh Obeyd al-Ryahi of Jbeila"
1884-12-05,Qurna,0,1,,,2,
1884-12-05,Amara,1,1,37.5,,12,
1884-12-06,Kut,1,1,20,,18,
1884-12-07,Bghayla,0,1,,,1,
1884-12-12,Baghdad,1,0,81,,,2 in 2C
1884-12-13,Kut,1,1,11,,33.5,
1884-12-14,Sheikh Saad,0,1,,,4,
1884-12-14,Ali Gharbi,0,1,,,2,had been booked to Sheikh Saad
1884-12-14,Amara,0,1,,,19,
1884-12-15,Qurna,0,1,,,5,incl 3 Arab trackers
1884-12-17,Basra,1,0,43.5,,,"in 1C Farjullah son of Naum Abud, in 2C one Jew; free son of Haji Ahmed Pachachi"
1884-12-17,Qurna,1,0,5.5,,,
1884-12-18,Amara,1,1,28.5,,18.5,
1884-12-19,Ali Gharbi,0,1,,,1,
1884-12-19,Kut,1,1,9,,9,
1884-12-28,Baghdad,1,0,137,,,"in 1C: Rev Mr Shirt, Ahmed Bey Zuhayr, Muhammad Efendi Sefyan Efendi (a German); in 2C Sheikh Obeyd el-Ryaby of Jbaila, and Jewish banker of Basra customs house free"
1884-12-29,[Khalifah],0,1,,,1,Tom Tartt - to do inventory
1884-12-30,Kut,1,1,10,,16,
1884-12-30,Amara,1,1, ,,28.5,
1884-12-31,Qurna,0,1,,,9.5,
1885-01-02,Basra,1,0,34,,,"1C: Mr Deviji Bashian Armenian from Cple for the ""six contribution"""
1885-01-03,Qurna,1,0,12,,,1C: wife of kaymakam Ibrahim Bey and her brother Muhammad Efendi Sefyan Efendi; in 2C 3 women family of Hamdi Efendi and servants
1885-01-03,Amara,1,1,8.5,,9,
1885-01-04,Kut,1,1,23,,9,
1885-01-06,Kerradah,0,1,,,24,the trackers from the barge
1885-01-09,Baghdad,1,0,100.5,114.5,,"in 1C: Mr O'Shea inspector of post office; in 2C: O'Shea assistant, 3 servants free; in 1C: wife of Abd al-Muhsin al-Mandil to Bombay; 5.5 in 2C but one Artin Malcolm in 1C cabin bc all 2C taken"
1885-01-10,Kut,1,1,5,,10.5,
1885-01-11,Ali Gharbi,0,1,,,2,1 Plowden's kavass free to buy a horse
1885-01-11,Amara,1,1,7,,13,
1885-01-12,Qurna,0,1,,,9,
1885-01-14,Basra,1,0,63.5,93.5,,in 1C: 10.5 Indians; in 2C: one of Meymany
1885-01-15,Qurna,1,1,2,,1,
1885-01-15,Amara,1,1,19,,5,
1885-01-16,Ali Gharbi,1,1,2,,5,
1885-01-16,Kut,1,1,6,,9,
1885-01-25,Baghdad,1,0,114,142,,"in 1C: Mrs Sansom w two young boys, servant, Farjallah Naum Abud, Turkish woman, Georgis Segman, Armenian woman - last two wanted 2C but none left; in 2C: 3 Indians, 2 Turks; 18 more in lower deck paying 1.5 passage"
1885-01-26,Kut,1,1,7,,17,
1885-01-27,Ali Gharbi,0,1,,,1,
1885-01-27,Amara,1,1,20,,18,
1885-01-28,[unknown prob Qurna],0,1,,,8,
1885-01-29,Basra,1,0,136.5,195,,"in 1C: French chancelier for Baghdad and mother, Mons Khoury of Beyrut through from Bombay - had been in Zanzibar"
1885-01-30,Amara,1,1,31,,24.5,
1885-01-31,Ali Gharbi,0,1,,,6,
1885-01-31,Kut,1,1,20,,14,
1885-02-08,Baghdad,1,0,73,87,,in 1C: one Jew
1885-02-09,Kut,1,1,10,,28.5,
1885-02-10,Amara,0,1,,,7,
1885-02-11,Qurna,0,1,,,6,new kayamak Ismail Hakki and family
1885-02-12,Basra,1,0,65,86,,"5 through; in 1C Persian relative of Agha Khan, one Jew; in 2C 2 Indians"
1885-02-13,Amara,1,1,17,,14.5,
1885-02-14,Kut,0,1,,,3,
1885-02-22,Baghdad,1,0,106.5,,,in 1C: Mons de Sarzec + wife and servant; in 2C one Arab woman to Kut
1885-02-23,Kut,0,1,,,18,
1885-02-24,Ali Gharbi,0,1,,,1,
1885-02-24,Amara,1,1,22,,14.5,
1885-02-25,Azair,0,1,,,2,
1885-02-25,Qurna,0,1,,,10.5,
1885-02-26,Basra,1,0,89,131,,4 through from Bombay
1885-02-27,Azair,0,1,,,3,
1885-02-27,Amara,1,1,11.5,,14.5,
1885-02-28,Kut,1,1,38,,10,
1885-03-06,Baghdad,1,0,117,138.5,,in 1C Mons Gautier a French traveller; Said Bey mektubchi of the vali w his harem - 3 women and 7 servants - to Ctesiphon free
1885-03-06,Ctesiphon,0,1,,,11,Said Bey and followers
1885-03-06,[Khalifah],0,1,,,2,"Eliza, Carolina"
1885-03-07,10,0,1,,,46,
1885-03-08,Ali Gharbi,1,1,4,,2,pass-on came out in goffa
1885-03-08,Amara,1,1,7.5,,31,
1885-03-09,Azair,0,1,,,6,Isack Shaim of Bombay w 5 followers
1885-03-09,Qurna,0,1,,,1,
1885-03-10,Basra,1,0,130,181,,"in 1C: Mons Malpertuy, Ali Bey brother of Abdulqadir Bey free, Mr Bruce an English gentleman from Bombay; Rashid Efendi dir of Sultan's newly bought property to Amara; in 2C 4 people"
1885-03-11,Azair,0,0,,,,to let Jews from Bushire visit tomb
1885-03-11,Kalat Salih,0,1,,,3,booked for Amara
1885-03-11,Amara,1,1,19,,35,pass-off incl Rashid Efendi
1885-03-12,Flefleh,0,1,,,1,
1885-03-12,Kut,1,1,32,,9,
1885-03-13,Hudeitha,1,0,3,,,"Nawab Ikbaluddowleh, 2 sons of Ahmed Agha Nawab"
1885-04-17,Baghdad,1,0,180.5,,,"in 1C brother Joseph Irish monk free; in 2C Mataz Iskender Abdulla Malcolm, Marta sister of wife of Isa Anis; Antone Marine, wife Terrooza and servant in 1C paying deck"
1885-05-01,Baghdad,1,0,249,,,"in 1C: Juma Efendi new mudir of waqf at Basra, former mudir of Custom house; 74 Jews for Azair"
1885-05-01,Kut,0,1,,,29,
1885-05-02,Amara,1,1,24,,31,pass-on incl 4 more for Azair
1885-05-03,Azair,0,1,,,74,
1885-05-03,Qurna,0,1,,,4,
1885-05-05,Basra,1,0,200.5,,,"41 thru incl 28-man crew of ""Comet""; in 2C 2 women"
1885-05-05,Maghil,0,1,,,2,"Tookyeh, Rufail"
1885-05-06,Azair,1,1,42,,16.5,"pass-on 37 return, 5 for Amara"
1885-05-06,Amara,1,1,31,,24.5,
1885-05-07,Ali Gharbi,1,1,3,,4,
1885-05-08,Kut,0,1,,,10,
1885-05-15,Baghdad,1,0,228,,,"in 1C: Menahim S Daniel and wife, woman of Muhammad Ali Wazri; 63 for Azair"
1885-05-15,Azizieh,0,1,,,1,
1885-05-15,Kut,0,1,,,22,
1885-05-16,Ali Gharbi,1,1,4,,8,
1885-05-16,Amara,1,1,12,,34.5,
1885-05-17,Azair,0,1,,,77.5,incl Menahim Daniel and party who are going to Badrah but by next ship
1885-05-17,Qurna,0,1,,,2,
1885-05-18,Basra,1,0,106.5,,,9.5 through 
1885-05-19,Qurna,0,1,,,1,
1885-05-19,Azair,1,0,158.5,,,"87 of Khalifah; 17 w/o returns, 14.5 of whom for Amara"
1885-05-19,Amara,1,1,30,,21,
1885-05-20,Ali Gharbi,0,1,,,5,
1885-05-20,Kut,1,1,12,,7,
18885-05-31,Baghdad,1,0,110,,,"in 1C: Mr Plowden, VC of Cple and judge Mr CJ Tarring; in 2C 4 Indians; also 24 Indians crew of ""Comet"" have been exchanged, "
1885-05-31,Azizieh,0,1,,,1,
1885-06-01,Kut,1,1,1,,28.5,
1885-06-01,Ali Gharbi,1,0,1,,,
1885-06-01,Amara,1,1,16,,17,
1885-06-02,Azair,0,1,,,2,
1885-06-02,Qurna,0,1,,,3,
1885-06-03,Basra,1,0,142,,,11 through; in 1C: Mr Richards VC at Basra free; Mr Darby and his mistress; Farjallah Abud and Thamir ibn Falih - grandson of Nasir Pasha (Muntafiq); Tookyeh w JMS
1885-06-04,Qurna,1,0,23,,,
1885-06-04,Azair,1,0,5.5,,,
1885-06-04,Amara,1,1,44,,18,
1885-06-05,Ali Gharbi,1,1,2,,3,
1885-06-05,Sheikh Saad,1,0,2,,,
1885-06-05,Kut,1,1,34,,16,
1885-06-06,Bedaa/Jazira new village,0,1,,,1,ticket for Kut
1885-06-07,Gherara,0,1,,,1,deckman
1885-06-12,Baghdad,1,0,98.5,,,"in 1C: new mudir for Basra customs house + 2 servants free; also free carpenter and cook of ""Euphrates"" who missed ship"
1885-06-12,Kut,1,1,7,,12,
1885-06-13,Amara,0,1,,,22.5,
1885-06-16,Basra,1,0,83.5,,,1C: free Basra custom master [who came down - afraid of fever]; 12 Persians through; free 3 men of Basra customs and wife of Mardiros
1885-06-17,Kalat Salih,1,1,3,,4,pass on and off all Sabaens
1885-06-17,Amara,1,1,23,,13.5,pass-on incl 1C wife of Talib Efendi - he and servants on deck
1885-06-18,Kut,1,1,37,,11,
1885-06-26,Baghdad,1,0,89,,,"1C: Mr and Mrs Darby, Dr Pardalaki; 2C Antone per govt rule but in 1C cabin"
1885-06-27,Kut,0,1,,,29,
1885-06-27,Ali Gharbi,0,1,,,2,
1885-06-27,Amara,1,1,28.5,,21,
1885-06-28,Qurna,0,1,,,8,
1885-07-01,Basra,1,0,63,,,in 1C Mudir of Ashar; 2C Mr Abdulla Malcolm; 4 free
1885-07-01,Qurna,0,1,,,2,custom house officer of Qurna w servant free
1885-07-02,Amara,1,1,32,,18,
1885-07-02,Ali Gharbi,1,1,1,,4,
1885-07-03,Kut,1,1,49,,16,pass-on mostly soldiers from Hai
1885-07-10,Baghdad,1,0,58,,,1C Mr Rees Englishman in Madras Civil Service coming from Iran
1885-07-10,below the Bastion,1,0,1,,,pilot Muhammad (sick)
1885-07-11,Kut,1,1,3,,18,
1885-07-11,Ali Gharbi,0,0,,,,
1885-07-12,Amara,1,1,7.5,,15,
1885-07-12,Maghil,0,1,,,3,"Antone Marine, Yousif Marine, Michael"
1885-07-13,Basra,1,0,30,,,"1C Mr and Mrs Faragher of Lynch free; 3 others free 2 men of customs house, 1 of Turkish factory in Baghdad"
1885-07-13,Maghil,0,1,,,1,Rufail
1885-07-14,Azair,0,1,,,1,
1885-07-14,Amara,1,1,11,,7,
1885-07-15,Ali Gharbi,1,1,1,,2,
1885-07-15,Kut,0,1,,,8,
1885-07-24,Baghdad,1,0,119.5,,,
1885-07-26,Kut,1,0,1,,,
1885-07-28,Amara,0,1,,,15,pass-off incl Abdulqadir Efendi for Qalat Salih
1885-07-28,Kalat Salih,0,1,,,1,Haji Efendi's servant
1885-07-28,Qurna,0,1,,,1,
1885-07-29,Basra,1,0,37.5,,,1C: Dr Theil Armenian Dr in Ottoman service; Miss M Telfer English girl going to marry engineer of Comet
1885-07-29,Maghil,0,1,,,1,Rufail
1885-07-29,Qurna,0,1,,,1,
1885-07-30,Amara,1,1,27,,8,
1885-07-31,Ali Gharbi,0,1,,,7,
1885-07-31,Kut,1,1,yes,,10,
1885-08-05,Baghdad,0,0,,,,"lots pilgrims - Kurds, Mosulis"
1885-08-06,Baghdad,1,0,379,,,"1C: 4 Persian women; Mr and Mrs Faragher free; 2C 4 Indians; 134 pilgrims for Muir Tweedie, 61 pilgrims for Asfar and Co"
1885-08-07,Bghayla,1,1,1,,5,
1885-08-07,Kut,1,1,9,,28.5,
1885-08-08,Ali Gharbi,0,1,,,3,
1885-08-08,Amara,0,1,,,14,
1885-08-10,Basra,1,0,35,,,
1885-08-11,Azair,1,0,1,,,Hooghi the Agent for the Tomb
1885-08-11,Amara,1,1,22.5,,4,
1885-08-12,Kut,1,1,27,,6,
1885-08-20,Baghdad,1,0,139,,,"23 through to Bombay w 1 in 1C, 1 in 2C; Molla Farman and five of family free to Amara"
1885-08-21,Bghayla,1,1,2,,3,
1885-08-21,Kut,1,1,5,,31,
1885-08-22,Sheikh Saad,0,0,,,,
1885-08-22,Amara,0,1,,,15,
1885-08-23,Azair,0,1,,,4,3 Persian Jews
1885-08-23,Qurna,0,1,,,2,
1885-08-24,Basra,1,0,118.5,,,"40 from Zanzibar from mail str; 1C: Fadlallah Shiha man of business of Dreyfus; in 2C one Jew; others Zanzibaris, Arabs from Bahrain, Indians"
1885-08-25,Azair,1,0,3,,,return Persian Jews
1885-08-25,Amara,1,1,32,,8,
1885-08-26,Ali Gharbi,0,1,,,2,
1885-08-26,Kut,1,1,37.5,,17,
1885-09-03,Baghdad,1,0,121.5,,,"1C Fadlallah and 10yo son, 1 Persian; 2C: 2 Indians, Mr Bhore Bushire apothecary"
1885-09-04,Bghayla,0,1,,,1,
1885-09-04,Kut,1,1,2,,42,
1885-09-05,Sheikh Saad,0,0,,,,
1885-09-05,Amara,0,1,,,19.5,
1885-09-06,Qurna,0,1,,,7.5,
1885-09-07,Basra,1,0,117,,,"27 Indians through, 1C 2; 3 free of Basra custom house"
1885-09-07,Maghil,0,1,,,2,"Michael, Mr Taylor"
1885-09-08,Amara,1,1,60.5,,9,"pass-on incl 1C Ali Bey son of Bekir Pasha, agent of seniye at Chahala, has been dismissed - switched to aft deck for double deck far"
1885-09-09,Ali Gharbi,0,1,,,1,Commodore Ali Reza Pasha
1885-09-09,Kut,1,1,38,,9,
1885-09-20,Baghdad,1,0,69.5,,,1C Dr Giablonosky quarantine dr of Diyarbekir to Cple; in 2C Abdulrezaq Khudayri and four others free return
1885-09-22,Kut,1,1,5,,8,pass-on for Amara
1885-09-22,Sheikh Saad,1,0,1.5,,,actually from boat near Sheikh Saad
1885-09-22,Amara,1,1,11,,22,
1885-09-22,Kalat Salih,0,1,,,1,
1885-09-23,Azair,0,1,,,2,Persian Jews
1885-09-25,Basra,1,0,139,,,"1C: 4 Persians, 3 women and 1 Haji Muhammad from Bushire; 2C 1 Jew; 2C free Abdulrezaq Khudayri + 2 sons and one other; 37.5 deck Indians through; Mr Young brother of capt of ""Baghdadi"" paying deck but given cabin - pleasure trip"
1885-09-25,Azair,1,0,3,,,
1885-09-25,Amara,1,1,20.5,,8,
1885-09-26,Ali Gharbi,0,1,,,1,
1885-09-26,Kut,0,1,,,6.5,
1885-10-04,Baghdad,1,0,55.5,,,1C: Seyyid Salih of Karbala; Mr Young in cabin paying deck; 2C free 2 men for Basra customs house Muhammad Efendi head clerk and servant
1885-10-04,Gherara,0,1,,,1,a woman w no money to pay
1885-10-06,Kut,1,1,6,,12,
1885-10-06,Ali Gharbi,1,1,4,,1,
1885-10-07,Amara,0,1,,,9,
1885-10-07,Qurna,0,1,,,7,
1885-10-08,Basra,1,0,87,,,"80 paying; 1C: Maj Mockler and wife, Capt Mockler his brother an Indian officer, 2 other Indian officers Maj O'Brian, Capt Strachen; 2C 1 Turk"
1885-10-09,Qurna,0,1,,,2,Abdulrezaq Efendi customs officer and servant free
1885-10-09,Azair,0,0,,,,Maj Mockler and Indian officers to visit tomb
1885-10-09,Amara,1,1,28.5,,5,
1885-10-10,Ali Gharbi,0,1,,,3,
1885-10-10,Kut,1,1,30,,7.5,
1885-10-11,Shedeif,1,0,1,,,Khdeir (JMS Arab friend)
1885-10-12,[Khalifah],0,1,,,2,Mockler + wife
1885-10-25,Ledj,0,0,,,,"1C: Johnny son of late Mr Gaskin who was in ""Satellite"" in 1864 - in Lynch office; Mr Dicy new clerk from England for Lynch; an Indian"
1885-11-14,Baghdad,0,0,,,,1C 10 Indians
1885-11-15,Baghdad,1,0,182.5,,,"3 free for Basra custom house; also free 2C: 2 children of Selman Ghorghis Faraj, Mosuli merchant Abdulahad Shukr and brother, Yaqub Hannosh Tessi w them"
1885-11-16,Azizieh,0,1,,,1,woman
1885-11-16,Taweel,0,1,,,1,"Khdeir w kit in 2 sheep skins, left by jumping overboard"
1885-11-16,[Khalifah],0,1,,,3,"Abdulahad Shukr, brother Abdulkerim, Yaqub Tessi"
1885-11-17,Kut,1,1,7,,17.5,
1885-11-18,Amara,1,1,5,,20.5,
1885-11-18,Qurna,0,1,,,5,
1885-11-19,Basra,1,0,133,,,"1C: Mons and Madame Dieulaofy + 2 assistants; Col Mockler and wife, wife free; 27 through from Bushire and Bombay"
1885-11-20,Kalat Salih,0,1,,,3,
1885-11-20,Amara,1,1,17.5,,18,pass-off incl Mons Dieulafoy and party
1885-11-21,Ali Gharbi,0,1,,,1,
1885-11-21,Kut,1,1,15.5,,9,
1885-11-29,Baghdad,1,0,78,,,"1C Col and Mrs Mockler, Ibrahim Mendil, son of Fahad Pasha"
1885-11-30,Bghayla,0,1,,,6,
1885-11-30,Kut,0,1,,,14,
1885-12-02,Amara,1,1,8,,18,
1885-12-03,Qurna,0,1,,,2.5,
1885-12-04,Basra,1,0,67,,,1C J Halpern and wife coming to be agents for Muir Tweedie at Baghdad; 9 thru from Bombay
1885-12-04,Maghil,0,1,,,1,Rufail
1885-12-05,Qurna,0,1,,,5,"men and officers of ""Osprey"" being towed in belem for ""a spree"" - belem cast off here"
1885-12-05,Amara,1,1,22,,15,
1885-12-06,Kut,1,1,18,,1,
1885-12-08,Azizieh,1,0,1,,,a woman
1885-12-13,Baghdad,1,0,133.5,,,1C - 3 from Muscat; 2C 1.5 from Muscat
1885-12-13,Azizieh,0,1,,,1,man w no money for passage
1885-12-13,Bghayla,0,1,,,3,
1885-12-14,Kut,1,1,1,,20,
1885-12-14,Amara,0,1,,,15,
1885-12-16,Basra,1,0,69,,,"1C Naum Loca, 2C Shekuri bin Behnan Sabbagh"
1885-12-16,Maghil,0,1,,,1,Rufail w belem
1885-12-16,Qurna,1,1,1,,3,
1885-12-17,Amara,1,1,2,,2,
1885-12-18,Kut,0,1,,,8,
1885-12-27,Baghdad,1,0,110.5,,,1C 2 Arab women family of Ibrahim Mendil
1885-12-28,Kut,1,1,5,,13,
1885-12-29,Amara,1,1,18.5,,12,
1885-12-30,Qurna,0,1,,,6,
1886-01-01,Basra,1,0,54,,,1C Mr Ellis agent of Muir Tweedie
1886-01-01,Amara,1,1,11,,14,
1886-01-02,Ali Gharbi,0,1,,,1,
1886-01-02,Kut,1,1,11.5,,3,
1886-01-10,Baghdad,1,0,47.5,,,"2C: Mr Voz postmaster of Baghdad - Portuguese, free; 2 Jews, Eliza wife of our apprentice; 1C Mr Ellis of Muir Tweedie"
1886-01-11,Kut,0,1,,,7.5,
1886-01-11,Amara,1,1,4,,23,
1886-01-12,Qurna,1,1,2,,3,pass-on for Baghdad
1886-01-13,Basra,1,0,54,,,2C 1 person; free 10 blacksmiths who were repairing barges at Basra last 2 mos
1886-01-14,Amara,1,1,17,,6,
1886-01-15,Kut,1,1,15,,6,pass-on incl in 1C Thamir Pasha grandson of Nasir Pasha + son of Falih Pasha of Muntafiq
1886-01-17,[Khalifah],1,0,1,,,Blockey
1886-01-24,Baghdad,1,0,102,,,"2C 2 people; 1 free (in 2C?) Molla Ferman, 1C Armenian clerk of ""Euphrates"" Kerope Efendi"
1886-01-24,Kut,1,1,2,,12.5,
1886-01-25,Ali Gharbi,1,1,1,,1,
1886-01-25,Amara,1,1,8,,26,pass-off incl Molla Ferman free
1886-01-26,Azair,0,1,,,9,Jews w return
1886-01-26,Qurna,0,1,,,9,
1886-01-27,Basra,1,0,36,,,1C Mr Alex Calothey
1886-01-27,Maghil,0,1,,,1,Rufail
1886-01-28,Azair,1,0,10,,,
1886-01-28,Amara,1,1,15,,10,
1886-01-29,Gardiye,0,1,,,3,passengers for Kut
1886-01-29,Kut,1,1,4,,10,
1886-02-07,Baghdad,1,0,121.5,,,"1C: 3 Spaniards, Count Chelva and wife, Mr Ortigass + servant through to Karachi"
1886-02-07,Ctesiphon/Bostan,0,0,,,,"visit for Spaniards, w Meekha the tindal"
1886-02-08,Kut,1,1,5.5,,23.5,
1886-02-08,Ali Gharbi,0,1,,,3,
1886-02-08,Amara,1,1,7,,13.5,
1886-02-09,Qurna,0,0,,,,"Spaniards went ashore to sketch ""Garden of Eden"""
1886-02-09,Maghil,0,1,,,3,Habib Efendi (mudir for Shatt al-Arab) + 2 companions
1886-02-11,Basra,1,0,22,,,1C Rufail Sayegh (stepson)
1886-02-12,Kalat Salih,1,0,3,,,for Amara
1886-02-12,Amara,1,1,6,,7,
1886-02-13,Kut,1,1,14,,3,
1886-02-20,Baghdad,1,0,111.5,,,"1C: American Mr WC Sturgi, Indian man and woman return"
1886-02-21,Kut,0,1,,,32,
1886-02-22,Amara,0,1,,,11,
1886-02-22,Qurna,0,1,,,1,
1886-02-23,Basra,1,0,80,,,2C: 2 people
1886-02-24,Amara,1,1,41,,5,pass-on incl Telia wife of Shaykh Wadi of AbM in 2C w some Arab companions
1886-02-25,Ali Gharbi,0,1,,,1,booked for Kut
1886-02-25,Kut,1,1,16.5,,3,pass-on incl Mons Mougil French Civil Engineer in Ottoman service in 1C
1886-03-08,Baghdad,1,0,137,,,incl 25 sepoys and dr - 3 in 2C the jamadar and the dr; also one Jewish woman
1886-03-09,Kut,1,1,29.5,,20.5,pass-on incl Seyyid Rajab son of Nakib of Basra Muhammad Said Efendi in 1C w 6 servants
1886-03-09,Ali Gharbi,0,1,,,1,
1886-03-09,Amara,1,1,9,,23.5,
1886-03-10,Kalat Salih,0,1,,,1,Neshat Efendi - landed at Sultan's property
1886-03-10,Qurna,0,1,,,5,
1886-03-11,Basra,1,0,39,,,"1C Dr Theil Austrian Dr in Ottoman service, Dr Sutton for the English missionaries in Baghdad"
